,Document,Dominant Topic,Contribution %,Topic Desc
1464,"['context', 'call', 'good', 'snapshot', 'public', 'complaint', 'provide', 'interesting', 'analytical', 'datum', 'predict', 'future', 'resource', 'allocation', 'policymaker', 'content', 'date', 'time', 'location', 'description', 'handle', 'office', 'status', 'include', 'acknowledgment', 'dataset', 'comply', 'city', 'austin', 'publish', 'goose', 'cloud', 'public', 'datum', 'inspiration', 'notable', 'tend', 'location', 'volume', 'certain', 'call', 'predict', 'future', 'call', 'dataset', 'description', 'use', 'dataset', 'bigquery', 'use', 'kersey', 'analyze', 'share', 'discuss', 'datum', 'eagle', 'look', 'realize', 'update', 'big', 'datum', 'check', 'datum', 'bigquery']",3,55.55,"use, I, contain, number, file, time, information"
1465,"['context', 'free', 'law', 'project', 'seek', 'provide', 'free', 'access', 'primary', 'legal', 'material', 'develop', 'legal', 'research', 'tool', 'support', 'academic', 'research', 'legal', 'corpora', 'work', 'diligently', 'volunteer', 'expand', 'effort', 'build', 'open', 'source', 'open', 'access', 'legal', 'research', 'ecosystem', 'currently', 'free', 'law', 'project', 'sponsor', 'development', 'courtlistener', 'juriscraper', 'reap', 'courtlistener', 'free', 'legal', 'research', 'webster', 'contain', 'million', 'legal', 'opinion', 'federal', 'state', 'court', 'courtlistener', 'lawyer', 'journalist', 'academic', 'public', 'research', 'important', 'case', 'stay', 'date', 'new', 'opinion', 'file', 'deep', 'analysis', 'use', 'raw', 'datum', 'content', 'dataset', 'contain', 'corpus', 'supreme', 'court', 'opinion', 'additional', 'support', 'information', 'corpus', 'initially', 'collect', 'individual', 'son', 'object', 'son', 'object', 'join', 'single', 'note', 'actual', 'opinion', 'column', 'render', 'html', 'situation', 'link', 'additional', 'courtlistener', 'apt', 'call', 'include', 'corpus', 'acknowledgment', 'courtlistener', 'scrape', 'assemble', 'similar', 'legal', 'dataset', 'public', 'use', 'inspiration', 'join', 'datum', 'supreme', 'court', 'datum', 'like', 'sentiment', 'analysis', 'would', 'particularly', 'illumination']",2,99.56,"university, I, contain, use, state, include, acknowledgment"
1466,"['dataset', 'description', 'yet']",2,74.96,"university, I, contain, use, state, include, acknowledgment"
1467,"['context', 'dataset', 'provide', 'user', 'vote', 'datum', 'video', 'pair', 'video', 'funny', 'couture', 'comedy', 'slam', 'discovery', 'experiment', 'run', 'couture', 'experiment', 'pair', 'video', 'show', 'user', 'user', 'vote', 'video', 'find', 'funniest', 'content', 'dataset', 'include', 'roughly', 'million', 'vote', 'record', 'chronological', 'first', 'provide', 'training', 'dataset', 'remain', 'test', 'dataset', 'row', 'text', 'file', 'represent', 'one', 'anonymous', 'user', 'vote', 'three', 'comaseparate', 'field', 'first', 'two', 'field', 'couture', 'video', 'third', 'field', 'either', 'leave', 'right', 'leave', 'indicate', 'first', 'video', 'pair', 'vote', 'funny', 'second', 'right', 'indicate', 'opposite', 'preference', 'acknowledgment', 'taketh', 'qualify', 'comedy', 'couture', 'number', 'os', 'matter', 'goose', 'research', 'blow', 'htpsresearchgogleblogcomquantifyingcomedyonyoutubewhyhtml', 'dataset', 'download', 'ici', 'depositor', 'htpsarchiveicsuciedumldatasetsyoutubecomedyslampreferencedata', 'inspiration', 'predict', 'video', 'go', 'funny']",3,99.31,"use, I, contain, number, file, time, information"
1468,"['context', 'precrawle', 'dataset', 'take', 'sunset', 'big', 'dataset', 'hotel', 'create', 'exact', 'datum', 'cleartripcom', 'lead', 'travel', 'portal', 'india', 'content', 'analysis', 'perform', 'hotel', 'description', 'facility', 'various', 'rating', 'name', 'acknowledgment', 'dataset', 'create', 'promptcloud', 'house', 'webcrawle', 'service']",1,97.14,"inspiration, acknowledgment, use, set, file, include, research"
1469,"['context', 'precrawle', 'dataset', 'take', 'sunset', 'big', 'dataset', 'million', 'profile', 'create', 'exact', 'datum', 'avocom', 'content', 'dataset', 'follow', 'field', 'address', 'category', 'description', 'image_count', 'name', 'payment_option', 'phone', 'profile_id', 'profile_url', 'video_count', 'webster', 'acknowledgment', 'dataset', 'create', 'promptcloud', 'house', 'webcrawle', 'service', 'inspiration', 'analysis', 'perform', 'profile', 'category']",1,97.64,"inspiration, acknowledgment, use, set, file, include, research"
1470,"['commercial', 'paper', 'global', 'financial', 'market', 'secure', 'promissory', 'note', 'fix', 'maturity', 'day', 'commercial', 'paper', 'moneymarket', 'security', 'issue', 'sell', 'large', 'corporation', 'obtain', 'fund', 'meet', 'short', 'debt', 'obligation', 'example', 'patrol', 'back', 'issue', 'bank', 'company', 'promise', 'pay', 'face', 'amount', 'maturity', 'date', 'specify', 'note', 'since', 'back', 'collateral', 'firm', 'excellent', 'credit', 'rating', 'recognize', 'credit', 'rating', 'agency', 'able', 'sell', 'commercial', 'paper', 'reasonable', 'price', 'commercial', 'paper', 'usually', 'sell', 'discount', 'face', 'value', 'generally', 'carry', 'low', 'interest', 'repayment', 'rate', 'bond', 'due', 'short', 'mauritius', 'commercial', 'paper', 'typically', 'long', 'maturity', 'note', 'high', 'interest', 'rate', 'issue', 'institution', 'pay', 'interest', 'rate', 'fluctuate', 'market', 'condition', 'typically', 'low', 'bank', 'rate', 'commercial', 'paper', 'though', 'short', 'obligation', 'issue', 'part', 'continuous', 'roll', 'program', 'either', 'number', 'year', 'long', 'europe', 'openende', 'acknowledgment', 'dataset', 'make', 'available', 'federal', 'reserve', 'find', 'original', 'dataset', 'update', 'daily', 'inspiration', 'base', 'solely', 'dataset', 'would', 'say', 'great', 'recession', 'financial', 'crisis', 'start', 'compare', 'medium', 'report']",2,59.44,"university, I, contain, use, state, include, acknowledgment"
1471,"['context', 'averaged_perceptron_tagerzip', 'contain', 'retain', 'english', 'partofspech', 'poshtpsenwikipediaorgwikipart_of_spech', 'dagger', 'nltktagaveragedperceptrontager', 'default', 'dagger', 'version', 'model', 'train', 'section', 'wall', 'street', 'journal', 'section', 'ontonote', 'original', 'implementation', 'come', 'matthew', 'conical', 'outperform', 'predecessor', 'maximum', 'entry', 'pus', 'model', 'version', 'textbook', 'porter', 'pulrequ', 'acknowledgment', 'credit', 'go', 'matthew', 'conical', 'implementation', 'textbook', 'seven', 'gloria', 'rereimplementation', 'long', 'dung']",2,98.32,"university, I, contain, use, state, include, acknowledgment"
1472,"['transaction', 'datum', 'give', 'number', 'application', 'first', 'registration', 'lease', 'transfer', 'part', 'dealing', 'official', 'copy', 'search', 'lodge', 'hm', 'land', 'registry', 'account', 'holder', 'precede', 'month', 'information', 'divide', 'datum', 'show', 'application', 'lodge', 'transaction', 'value', 'region', 'local', 'authority', 'district', 'transaction', 'value', 'include', 'freehold', 'leasehold', 'sale', 'datum', 'publish', 'page', 'give', 'information', 'number', 'type', 'application', 'datum', 'reflect', 'volume', 'application', 'lodge', 'customer', 'use', 'hm', 'land', 'registry', 'account', 'number', 'application', 'form', 'datum', 'include', 'application', 'yet', 'complete', 'withdraw', 'content', 'dataset', 'alter', 'original', 'format', 'specifically', 'monthly', 'file', 'aggregate', 'column', 'whose', 'name', 'change', 'time', 'merge', 'use', 'current', 'title', 'acronym', 'helpful', 'know', 'read', 'column', 'name', 'per', 'documentation', 'crony', 'title', 'description', 'del', 'dispositionary', 'first', 'lease', 'application', 'registration', 'new', 'lease', 'grant', 'proprietor', 'register', 'land', 'dog', 'deal', 'application', 'respect', 'register', 'land', 'include', 'transfer', 'title', 'charge', 'notice', 'fr', 'first', 'registration', 'application', 'first', 'registration', 'land', 'freehold', 'leasehold', 'leasehold', 'apply', 'landlord', 'title', 'register', 'transfer', 'part', 'application', 'register', 'transfer', 'part', 'register', 'title', 'sow', 'search', 'whole', 'application', 'protect', 'transaction', 'value', 'purchase', 'lease', 'charge', 'whole', 'title', 'op', 'search', 'part', 'application', 'protect', 'transaction', 'value', 'purchase', 'lease', 'charge', 'part', 'title', 'snow', 'nonpriority', 'search', 'whole', 'application', 'search', 'whole', 'register', 'without', 'get', 'priority', 'nonpriority', 'search', 'part', 'application', 'search', 'part', 'register', 'without', 'get', 'priority', 'official', 'copy', 'application', 'obtain', 'official', 'copy', 'register', 'title', 'plan', 'represent', 'true', 'record', 'entry', 'register', 'extent', 'register', 'title', 'specific', 'date', 'time', 'datum', 'include', 'historical', 'edition', 'register', 'title', 'plan', 'keep', 'registrar', 'electronic', 'form', 'official', 'copy', 'deed', 'document', 'application', 'obtain', 'copy', 'document', 'refer', 'register', 'relate', 'application', 'include', 'correspondence', 'survey', 'application', 'form', 'email', 'relate', 'application', 'pende', 'cancel', 'complete', 'search', 'index', 'map', 'application', 'find', 'whether', 'land', 'register', 'obtain', 'title', 'number', 'acknowledgment', 'datum', 'kindly', 'release', 'hm', 'land', 'registry', 'open', 'government', 'license', 'find', 'current', 'release', 'inspiration', 'dataset', 'tell', 'hm', 'land', 'registry', 'record', 'housing', 'price', 'pay', 'search', 'lead', 'indicator', 'price', 'change']",3,54.97,"use, I, contain, number, file, time, information"
1473,"['code', 'federal', 'regulation', 'cf', 'modification', 'general', 'permanent', 'rule', 'regulation', 'sometimes', 'call', 'administrative', 'law', 'publish', 'federal', 'register', 'executive', 'department', 'agency', 'federal', 'government', 'united', 'state', 'subject', 'matter', 'title', 'contain', 'one', 'individual', 'volume', 'update', 'calendar', 'year', 'stagger', 'basis', 'annual', 'update', 'cycle', 'follow', 'title', 'revise', 'january', 'title', 'revise', 'april', 'title', 'revise', 'july', 'title', 'revise', 'october', 'title', 'divide', 'chapter', 'usually', 'bear', 'name', 'issue', 'agency', 'chapter', 'far', 'undivided', 'part', 'cover', 'specific', 'regulatory', 'area', 'large', 'part', 'may', 'undivided', 'support', 'part', 'organize', 'section', 'situation', 'cf', 'refer', 'material', 'section', 'level', 'cf', 'publish', 'multiple', 'format', 'government', 'publish', 'office', 'find', 'late', 'version', 'format', 'htpwgpogovfdsysbulkdatacfr']",2,99.41,"university, I, contain, use, state, include, acknowledgment"
1474,"['context', 'ill', 'international', 'conference', 'learn', 'representation', 'premier', 'machine', 'learn', 'conference', 'unlike', 'two', 'flagship', 'machine', 'learn', 'conference', 'icel', 'lip', 'ill', 'choose', 'singleblind', 'public', 'review', 'process', 'review', 'rebuttal', 'carry', 'transparently', 'open', 'dataset', 'create', 'crawl', 'public', 'ill', 'paper', 'review', 'site', 'seem', 'ill', 'go', 'doubleblind', 'guess', 'author', 'remain', 'anonymous', 'review', 'process', 'dataset', 'unique', 'capture', 'public', 'academic', 'review', 'process', 'academic', 'affiliation', 'paper', 'decision', 'include', 'rejection', 'content', 'dataset', 'consist', 'two', 'file', 'iclr_paperscsv', 'file', 'row', 'per', 'submission', 'include', 'paper', 'title', 'author', 'author', 'conflict', 'abstract', 'old', 'simplifie', 'abstract', 'final', 'decision', 'aceptoral', 'aceptposter', 'aceptinvitetoworkshop', 'reject', 'row', 'unique', 'identify', 'key', 'call', 'paper_id', 'iclr_conversationscsv', 'file', 'row', 'per', 'texture', 'review', 'rebuttal', 'comment', 'relate', 'previous', 'paper', 'dataset', 'use', 'secondary', 'key', 'paper_id', 'row', 'talk', 'single', 'paper', 'share', 'paper_id', 'conversation', 'associate', 'paper', 'think', 'forest', 'tree', 'forest', 'begin', 'review', 'follow', 'rebuttal', 'far', 'comentsconversation', 'texture', 'entry', 'compose', 'individual', 'list', 'row', 'node', 'tree', 'connect', 'use', 'field', 'childbe', 'parent_id', 'use', 'construct', 'entire', 'conversation', 'hierarchy', 'acknowledgment', 'right', 'abstract', 'rest', 'paper', 'author', 'reproduction', 'abstract', 'solely', 'purpose', 'research', 'thank', 'author', 'beautiful', 'soup', 'patron', 'package', 'considerably', 'simplifie', 'process', 'cut', 'dataset', 'inspiration', 'dataset', 'create', 'understand', 'gender', 'disparity', 'paper', 'submission', 'acceptance', 'annotate', 'author', 'binary', 'gender', 'pende', 'task', 'dataset', 'also', 'use', 'model', 'communication', 'process', 'employ', 'negotiation', 'persuasion', 'decisionmake', 'another', 'use', 'dataset', 'could', 'model', 'understanding', 'texture', 'timeserie', 'datum']",3,99.65,"use, I, contain, number, file, time, information"
1475,"['context', 'dataset', 'contain', 'crop', 'production', 'yield', 'year', 'argentina', 'datum', 'provide', 'province', 'district', 'seed', 'harvest', 'campaign', 'content', 'sup', 'sembrada', 'ha', 'hectare', 'sow', 'sup', 'cosechada', 'ha', 'hectare', 'harvest', 'production', 'tone', 'produce', 'rendimiento', 'ha', 'harvest', 'performance', 'acknowledgment', 'dataset', 'kindly', 'make', 'publicly', 'available', 'date', 'argentina', 'old', 'license', 'photo', 'benjamin', 'davis', 'splash', 'inspiration', 'datum', 'science', 'adventure', 'start', 'objective', 'use', 'dataset', 'together', 'eagle', 'kersey', 'start', 'point', 'learn', 'process']",3,98.5,"use, I, contain, number, file, time, information"
1476,"['context', 'dataset', 'contain', 'every', 'line', 'every', 'season', 'ho', 'show', 'game', 'throne', 'content', 'season', 'one', 'son', 'file', 'eachjson', 'file', 'key', 'episode', 'episode', 'far', 'map', 'dialogue', 'level', 'inspiration', 'idea', 'use', 'datum', 'set', 'see', 'one', 'create', 'summary', 'transpire', 'episode', 'season']",3,98.14,"use, I, contain, number, file, time, information"
1477,"['context', 'commercial', 'agriculture', 'common', 'practice', 'retain', 'scale', 'crop', 'residue', 'agricultural', 'product', 'leave', 'field', 'harvest', 'plant', 'field', 'commonly', 'recommend', 'practice', 'conservation', 'agriculture', 'dataset', 'measurement', 'adoption', 'impact', 'methodology', 'selection', 'agricultural', 'field', 'six', 'different', 'crop', 'residue', 'coverage', 'measurement', 'method', 'include', 'I', 'interview', 'respondent', 'estimation', 'ii', 'enumerate', 'estimation', 'visit', 'field', 'iii', 'interview', 'visualaid', 'without', 'visit', 'field', 'iv', 'enumerate', 'visualaid', 'visit', 'field', 'v', 'field', 'picture', 'collect', 'drone', 'analyze', 'imageprocese', 'method', 'vi', 'satellite', 'picture', 'field', 'analyze', 'remote', 'sense', 'method', 'content', 'dataset', 'file', 'selection', 'characteristic', 'field', 'include', 'sample', 'acknowledgment', 'dataset', 'create', 'part', 'follow', 'study', 'ground', 'air', 'methodological', 'experiment', 'crop', 'residue', 'cover', 'measurement', 'ethiopia', 'inspiration', 'characteristic', 'ethiopian', 'farmer', 'sample', 'dataset', 'well', 'follow', 'conservation', 'practice']",3,59.86,"use, I, contain, number, file, time, information"
1478,"['context', 'dataset', 'distinguish', 'daddy', 'plant', 'weed', 'dataset', 'take', 'different', 'field', 'sir', 'lank', 'content', 'dataset', 'contain', 'image', 'daddy', 'weed', 'acknowledgment', 'datum', 'use', 'sort', 'machine', 'learn', 'project', 'use', 'learn', 'purpose', 'inspiration', 'dataset', 'develop', 'smelter', 'project', 'university']",3,75.95,"use, I, contain, number, file, time, information"
1479,"['sample', 'betfair', 'datum', 'normally', 'available', 'spend', 'lot', 'money', 'waver', 'horse', 'race', 'sport', 'available', 'htpswkaglecomzygmuntbetfairsport', 'see', 'htpdatabetfaircom', 'description', 'file', 'datum', 'row', 'mb', 'compress', 'column', 'event_id', 'country', 'ful_description', 'course', 'scheduled_of', 'event', 'actual_of', 'selection', 'setled_date', 'odd', 'latest_taken', 'odd', 'last', 'match', 'selection', 'first_taken', 'odd', 'first', 'match', 'selection', 'in_play', 'play', 'pe', 'prevent', 'ni', 'event', 'go', 'play', 'number_bet', 'number', 'individual', 'bet', 'place', 'volume_matche', 'sum', 'stake', 'back', 'lie', 'bet', 'sports_id', 'selection_id', 'win_flag', 'selection', 'pay', 'full', 'partial', 'winner', 'otherwise']",3,98.97,"use, I, contain, number, file, time, information"
1480,"['context', 'I', 'try', 'make', 'choropleth', 'map', 'time', 'home', 'sale', 'price', 'block', 'brooklyn', 'last', 'year', 'visualize', 'gentrification', 'I', 'entire', 'dataset', 'borough', 'new', 'york', 'start', 'brooklyn', 'content', 'acknowledgment', 'primary', 'dataset', 'ny', 'housing', 'sale', 'datum', 'find', 'link', 'htpwnycgovsitefinancetaxespropertyrolingsalesdatapage', 'datum', 'separate', 'expel', 'spreadsheet', 'merge', 'via', 'va', 'scrape', 'expel', 'far', 'clean', 'deduce', 'r', 'additional', 'hunt', 'shapefile', 'I', 'discover', 'wonderful', 'shapefile', 'nycpluto', 'htpswnycgovsiteplaningdatamapsopendatadwnplutomaplutopage', 'I', 'leave', 'join', 'block', 'lot', 'onto', 'primary', 'datum', 'frame', 'blocklot', 'comb', 'end', 'correspond', 'entry', 'plato', 'shapefile', 'note', 'unload', 'dataset', 'ny', 'housing', 'eagle', 'many', 'transaction', 'sale_price', 'nominal', 'amount', 'far', 'less', 'market', 'value', 'likely', 'property', 'transfer', 'relative', 'exclude', 'analysis', 'market', 'price', 'inspiration', 'model', 'brooklyn', 'home', 'price', 'accurately']",1,53.48,"inspiration, acknowledgment, use, set, file, include, research"
1481,"['context', 'story', 'behind', 'every', 'dataset', 'opportunity', 'share', 'content', 'inside', 'row', 'column', 'make', 'easy', 'get', 'start', 'describe', 'acquire', 'datum', 'time', 'period', 'represent', 'acknowledgment', 'would', 'without', 'help', 'owe', 'attribute', 'thank', 'include', 'along', 'situation', 'past', 'research', 'inspiration', 'datum', 'front', 'world', 'large', 'datum', 'science', 'community', 'question', 'want', 'see', 'answer']",1,97.75,"inspiration, acknowledgment, use, set, file, include, research"
1482,"['notable', 'corpus', 'quote', 'suitable', 'quote', 'I', 'fear', 'man', 'practice', 'kick', 'I', 'fear', 'man', 'practice', 'one', 'kick', 'time', 'bruce', 'lee', 'content', 'twocolumn', 'file', 'author', 'first', 'column', 'quote', 'second', 'separate', 'tax', 'statistic', 'quote', 'word', 'people', 'acknowledgment', 'originally', 'htpsgithubcomalvationsquotable', 'dataset', 'image', 'come', 'mon', 'end']",2,98.44,"university, I, contain, use, state, include, acknowledgment"
1483,"['goose', 'taxonomy', 'product', 'taxonomy', 'list', 'seem', 'use', 'merchant', 'lag', 'product', 'goose', 'shop', 'see', 'htpsuportgoglecomerchantsanswerhlen', 'list', 'also', 'use', 'several', 'taxonomy', 'evaluation', 'task', 'htpaltqcriorgsemevaltask', 'htpaltqcriorgsemevaltask', 'content', 'contain', 'product', 'category', 'list', 'czech', 'danish', 'german', 'swiss', 'germany', 'english', 'australian', 'british', 'american', 'spanish', 'spanish', 'french', 'swiss', 'france', 'italian', 'swiss', 'italy', 'japanese', 'dutch', 'norwegian', 'polish', 'portuguese', 'brazilian', 'russian', 'swedish', 'turkish', 'chinese', 'post', 'might', 'helpful', 'htpswenadvertisercomunitycomtgogleshopingandmerchantaxonomylistcountriesomemisingtdp', 'acknowledgment', 'individual', 'goose', 'product', 'taxonomy', 'file', 'come', 'htpwgoglecombasepagesproductypetaxonomywithidslanguage_codecountry_codetxt', 'dataset', 'image', 'come', 'echo', 'panama', 'disclaimer', 'I', 'affiliate', 'goose', 'product', 'category', 'list', 'offend', 'copyrightslicense', 'please', 'request', 'I', 'remove']",3,83.13,"use, I, contain, number, file, time, information"
1484,"['context', 'broadcoverage', 'corpus', 'human', 'language', 'project', 'envision', 'abbey', 'bird', 'would', 'powerful', 'resource', 'study', 'endanger', 'language', 'needling', 'create', 'seed', 'corpus', 'human', 'language', 'project', 'cover', 'broad', 'range', 'language', 'guy', 'et', 'al', 'thus', 'translation', 'automatic', 'user', 'society', 'also', 'see', 'importance', 'human', 'language', 'project', 'context', 'keep', 'demand', 'capacity', 'speed', 'translation', 'thus', 'definition', 'human', 'language', 'project', 'find', 'htpswtausnetknowledgebaseindexphphuman_language_project', 'detailed', 'explanation', 'use', 'corpus', 'find', 'htpsgithubcomalvationsedle', 'content', 'needling', 'corpus', 'depositor', 'include', 'datum', 'din', 'online', 'database', 'interline', 'text', 'omniglot', 'useful', 'foreign', 'phrase', 'womniglotcom', 'universal', 'declaration', 'human', 'right', 'acknowledgment', 'situation', 'guy', 'emerson', 'live', 'susan', 'german', 'alexis', 'palmer', 'michael', 'regneri', 'needling', 'build', 'use', 'seed', 'corpus', 'human', 'language', 'project', 'proceeding', 'use', 'computational', 'method', 'study', 'endanger', 'language', 'computer', 'workshop', 'baltimore', 'inprocedingsedle', 'author', 'guy', 'emerson', 'live', 'susan', 'german', 'alexis', 'palmer', 'michael', 'regneri', 'title', 'needling', 'build', 'use', 'seed', 'corpus', 'human', 'language', 'project', 'bottle', 'proceeding', 'use', 'computational', 'method', 'study', 'endanger', 'language', 'computer', 'workshop', 'month', 'june', 'year', 'address', 'baltimore', 'publisher', 'association', 'computational', 'linguistic', 'page', 'curl', 'reference', 'seven', 'abbey', 'seven', 'bird', 'human', 'language', 'project', 'build', 'universal', 'corpus', 'world', 'language', 'proceeding', 'th', 'annual', 'meet', 'association', 'computational', 'linguistic', 'page', 'age', 'omniglot', 'write', 'system', 'language', 'world', 'retrieve', 'womniglotcom', 'william', 'lewis', 'xiv', 'develop', 'din', 'multilingual', 'depositor', 'annotate', 'language', 'datum', 'hundred', 'world', 'language', 'literary', 'linguistic', 'compute', 'un', 'general', 'assembly', 'universal', 'declaration', 'human', 'right', 'december', 'iii', 'available', 'htpwrefworldorgdocidaebchtml', 'access', 'april', 'inspiration', 'corpus', 'create', 'span', 'smelter', 'maryland', 'university', 'linguistic', 'mathematician', 'datum', 'week', 'two', 'amazing', 'senator', 'coli', 'department', 'would', 'possible', 'without', 'crosdisciplinary', 'energy', 'common', 'goal', 'expandexplore', 'human', 'language', 'project', 'go', 'field', 'recordocument', 'language', 'make', 'computationally', 'readable', 'grow', 'needling']",3,88.98,"use, I, contain, number, file, time, information"
1485,"['censor', 'eschar', 'e', 'levantamento', 'de', 'day', 'estatisticoeducacionai', 'de', 'ambition', 'national', 'realize', 'take', 'os', 'anus', 'e', 'coronado', 'pelt', 'else', 'e', 'feel', 'com', 'colaboracao', 'das', 'secretary', 'estaduais', 'e', 'municipal', 'de', 'educacao', 'e', 'com', 'participacao', 'de', 'today', 'escola', 'publican', 'e', 'private', 'pain', 'treatise', 'principal', 'instrument', 'de', 'comet', 'de', 'informacoe', 'da', 'educacao', 'basic', 'que', 'arrange', 'sea', 'difference', 'tara', 'e', 'modalidade', 'tension', 'regular', 'educacao', 'infantile', 'e', 'pension', 'fundamental', 'e', 'medium', 'educacao', 'especial', 'e', 'educacao', 'de', 'oven', 'e', 'adult', 'era', 'censor', 'eschar', 'comet', 'day', 'sore', 'estabelecimento', 'matricula', 'fancy', 'docente', 'movement', 'e', 'rendimento', 'eschar', 'sea', 'informacoe', 'utilizada', 'para', 'trocar', 'panorama', 'national', 'da', 'educacao', 'basic', 'e', 'serve', 'de', 'reference', 'para', 'formulacao', 'de', 'political', 'publican', 'e', 'execucao', 'de', 'program', 'na', 'area', 'da', 'educacao', 'incluindo', 'os', 'de', 'transference', 'de', 'recur', 'public', 'come', 'veranda', 'e', 'transport', 'eschar', 'distribuicao', 'de', 'live', 'e', 'uniform', 'implantacao', 'de', 'biblioteca', 'instalacao', 'de', 'energy', 'electric', 'dinheiro', 'direct', 'na', 'escort', 'e', 'fund', 'de', 'manutencao', 'e', 'desenvolvimento', 'da', 'educacao', 'basic', 'e', 'de', 'valorizacao', 'profisionai', 'da', 'educacao', 'fund', 'salem', 'dish', 'os', 'resultado', 'obtido', 'censor', 'eschar', 'sore', 'rendimento', 'aprovacao', 'e', 'reprovacao', 'e', 'movement', 'abandon', 'eschar', 'lung', 'tension', 'fundamental', 'e', 'medium', 'juntamente', 'com', 'outran', 'avaliacoe', 'e', 'prove', 'brazil', 'utilizado', 'para', 'calculus', 'induce', 'de', 'desenvolvimento', 'da', 'educacao', 'basic', 'idea', 'indicator', 'que', 'serve', 'de', 'reference', 'para', 'metal', 'plan', 'de', 'desenvolvimento', 'da', 'educacao', 'de', 'minister', 'da', 'educacao', 'para', 'saber', 'mais', 'sore', 'censor', 'eschar', 'htportalinepgovbrbasicacenso', 'apresentado', 'em', 'format', 'ascii', 'os', 'microdado', 'acompanhado', 'de', 'input', 'ou', 'sea', 'canal', 'de', 'entrada', 'para', 'leisure', 'arquivos', 'mio', 'da', 'utilizacao', 'software', 'e', 'spy', 'os', 'microdado', 'pasaram', 'estruturado', 'em', 'format', 'comaseparate', 'value', 'e', 'sea', 'day', 'estate', 'delimitado', 'pipe', 'de', 'mood', 'garantir', 'que', 'praticamente', 'qualquer', 'software', 'statistic', 'inclusive', 'open', 'source', 'consist', 'important', 'e', 'career', 'basis', 'de', 'day', 'devil', 'aptitude', 'de', 'nose', 'basis', 'os', 'arquivos', 'form', 'dividido', 'region', 'geografica', 'north', 'nordeste', 'sure', 'soul', 'e', 'centroeste', 'santo', 'para', 'variaveis', 'de', 'matricula', 'squanto', 'para', 'de', 'docente']",3,99.66,"use, I, contain, number, file, time, information"
1486,"['datum', 'set', 'information', 'datum', 'arise', 'large', 'study', 'examine', 'leg', 'correlate', 'genetic', 'predisposition', 'alcoholism', 'contain', 'measurement', 'electrode', 'place', 'subject', 'scalp', 'sample', 'I', 'epoch', 'second', 'two', 'group', 'subject', 'alcoholic', 'control', 'subject', 'expose', 'either', 'single', 'stimulus', 'two', 'stimulus', 'picture', 'object', 'choose', 'snodgra', 'vanderwart', 'picture', 'set', 'two', 'stimulus', 'show', 'present', 'either', 'match', 'condition', 'identical', 'nonmatche', 'condition', 'differ', 'attribute', 'information', 'trial', 'store', 'file', 'appear', 'follow', 'format', 'trial', 'number', 'senior', 'position', 'sample', 'sum', 'senior', 'value', 'subject', 'identify', 'watch', 'condition', 'channel', 'name', 'time', 'obs', 'coat', 'obs', 'coat', 'column', 'datum', 'trial', 'number', 'senior', 'position', 'sample', 'number', 'senior', 'value', 'micro', 'vol', 'subject', 'identifieralcoholica', 'control', 'c', 'watch', 'condition', 'single', 'object', 'show', 'obs', 'object', 'show', 'watch', 'condition', 'match', 'object', 'show', 'non', 'watch', 'condition', 'match', 'channel', 'number', 'name', 'aerial', 'code', 'assign', 'subject', 'timeinverse', 'sample', 'sum', 'measure', 'second', 'acknowledgment', 'usage', 'restriction', 'datum', 'acknowledgment', 'datum', 'make', 'henri', 'begleiter', 'neurodynamic', 'laboratory', 'state', 'university', 'new', 'york', 'health', 'center', 'brooklyn', 'check', 'htpsarchiveicsuciedumldatasetsegdatabase']",3,84.18,"use, I, contain, number, file, time, information"
