Label,SMSText,Cleaned_SMSText
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call lanoline complimentary tenerife holiday cash await collection tis box pm
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,well make friday stuff like pig yesterday I feel blow least not writhe pain kind blow
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),no sell ton coin sell coin someone thou papal voila money back life pocket
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,lot place hospital medical place safe
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),get touch folk wait company txt back name age opt enjoy community arm
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also I sort blow couple time recently I rather not text blue look weed
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",I send score sophie I secondary application school I think think apply research cost also contact joke ogunrinde school one I less expensive one
ham,I cant wait to see you! How were the photos were useful? :),I wait see photo useful
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,cashbalance currently pound minimize tushin send go past c po box turn
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,hey I book b sit already lesson go ah keep sit night free need meet confirm lodge
ham,Chk in ur belovd ms dict,ch beloved ms duct
ham,Is that what time you want me to come?,time want I come
ham,"Awesome, lemme know whenever you're around",awesome let I know whenever around
ham,Shb b ok lor... Thanx...,b ok
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",beautiful truth gravity read carefully heart feel light someone feel heavy someone leave good night
ham,Also remember to get dobby's bowl from your car,also remember get day bowl car
spam,Filthy stories and GIRLS waiting for your,filthy story girl wait
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry I c mug war poor thing one night mr brand new room sleep
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love not decision feel could decide love life would much simple less magical
ham,Welp apparently he retired,well apparently retire
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code act no bank late reply confirm I send right person
ham,U sure u can't take any sick time?,u sure u not take sick time
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent try contact u today draw show win prize guarantee call land line claim validhrs
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watch cartoon listen music amp eve go temple amp church u
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,gymnastic class wan na take site say christian class full
ham,Are you this much buzy,much busy
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,well still catch let ask sell leave I
ham,I am not sure about night menu. . . I know only about noon menu,I not sure night menu I know noon menu
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,u want I come back beautiful necklace token heart youth I give wife like send one give thatdont call I wait till I come
ham,Are you willing to go for aptitude class.,willing go aptitude class
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",b try sort house ok
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",war wan go c horse race today may eat early I eat chicken rice u
ham,"Haha awesome, omw back now then",hata awesome om back
ham,Yup i thk so until e shop closes lor.,I e shop close
ham,what is your account number?,account number
ham,Eh u send wrongly lar...,eh u send wrongly war
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey no I ad cap note boris without boggy I u boring bitch u wait til not time il ave
ham,Ok i shall talk to him,ok I shall talk
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,hesitate know second time weakness like keep I notebook eat day anything change day sure nothing
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey pay salary de leave
ham,Another month. I need chocolate weed and alcohol.,another month I need chocolate weed alcohol
ham,If he started searching he will get job in few days.he have great potential and talent.,start search get job day great potential talent
ham,Reckon need to be in town by eightish to walk from * carpark.,reckon need town eighth walk carpal
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congress mobile g videophone r call videochat wid mate play cava game load polypi music online rent
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look fucking time fuck think
ham,Yo guess what I just dropped,guess I drop
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlo say leave minute
ham,I'm in office now . I will call you  &lt;#&gt;  min:),I office I call leave min
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",gee I miss already know I think fuck I not wait till next year together love kiss
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",run I one say u wan call tomorowcal look irene get bus I cresubi teach park st wig day
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh get ta drive back sd la butt sore
ham,26th OF JULY,th july
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi relax time ever get every day party good night I get home tomorrow
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,u u wan come come I din c stripe skirt
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,story peace mug love miracle jesus bless month ahead amp wish u merry
ham,"I can't, I don't have her number!",I not I not number
ham,Change again... It's e one next to escalator...,change e one next escalator
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,retune I class not run water make ok pus
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,not lot happen feel quiet beth aunt charlie work lot I helen mo
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,u wait I bus stop aft leave war I dun c u I go get car come back n pick u
ham,"Aight will do, thanks again for comin out",right thank come
ham,No..but heard abt tat..,not hear tat
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative trephine amp win guarantee cash prize
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,really greatbhaji tell paris well cricket machine worldvery tough get
ham,&lt;#&gt;  am I think? Should say on syllabus,leave I think say syllabus
ham,Umma. Did she say anything,gumma say anything
ham,Give me a sec to think think about it,give I see think think
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic bluetothdset free nikita free motorola free doublemin doubletxt orange contract call mobileupd call stout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,I not quite know I still not get hold anyone I cut pick bout pm see pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyarikaturkolathupalayamunjalur posterode di leave
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear hero leave later tone apt oportunitypls keep touch ltemailgt herald
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,I would mon would fit tell whole family crazy terrible I
ham,"I just got home babe, are you still awake ?",I get home babe still awake
ham,I dunno they close oredi not... Ü v ma fan...,I dung close order not u v fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,buy penza meat lover supreme u get pick
ham,"Ya, told..she was asking wats matter?",toldshe ask matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearegret I count pick caldron cela cochon homeless mobile parent style ishtamayohapy bar
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free st week no nikita tone mob every week txt nikita get take tell mate wgetzedcouk pobox normptone
ham,Shall i send that exe to your mail id.,shall I send eye mail I
ham,Nope watching tv at home... Not going out. V bored...,hope watch home not go v bore
ham,Don know..wait i will check it.,knowait I check
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon glorious anniversary day sweet j I hope find happy content prey I think send tease kiss across sea coax image fond souvenir cougarpen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebody know secretly fancy wan na find give call lanoline dateboxesexcmxn pain
ham,We still on for tonight?,still tonight
ham,May i call You later Pls,may I call later pus
ham,Hasn't that been the pattern recently crap weekends?,not pattern recently cap weekend
ham,I have a sore throat. It's scratches when I talk,I sore throat scratch I talk
ham,Yes da. Any plm at ur office,yes da palm office
ham,Are you not around or just still asleep? :V,not around still asleep v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",forgot eh yes I bring babe
ham,"Its good, we'll find a way",good find way
ham,Can not use foreign stamps in this country. Good lecture .,not use foreign stamp country good lecture
ham,Yup bathe liao...,bathe liar
ham,HAPPY NEW YEAR MY NO.1 MAN,happy new year no man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield wan na play game okay boss I nancy give I raise I give one
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,toe hit I fucking shine il defy try hard cum morrow lui u million lekdog
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",hello baby get back moss set computer fill belly go lovejoy I miss already sigh
ham,"No my blankets are sufficient, thx",no blanket sufficient
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little think well flirt flirt n flirt rather love someone n get hurt hurt n hurt god not
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",madison rightly say fool ask question wise man answer know speechless viva gmgngegnt
ham,They just talking thats it de. They wont any other.,talk de
ham,Today am going to college so am not able to atten the class.,today go college not able ten class
ham,I'm in class. Will holla later,I class holly later
ham,Easy ah?sen got selected means its good..,easy ashen get select mean good
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,mm well I get roast I I b well I drink I good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",know someone know fancy call find pobox p
ham,"Come round, it's . ",come round
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",thing change sentence I want concentrate educational career leave
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",flirt txt girl bloke name age eg girl toe join get chat
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,I walk hour c u show I care u believe serious
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,day neuro kickoff u keep inform late news result daily subscribe send get neuro stop
ham,Are you available for soiree on June 3rd?,available soiree june rd
ham,Do u noe wat time e place dat sells 4d closes?,u not wat time e place dat cell close
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",I get another job one hospital datum analysis something start monday not sure thesis get finish
ham,Jay's getting really impatient and belligerent,day get really impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,come bristol st week april le get rude new yes eve I snoringthey drunk u back college yet work send ink bath
ham,I'm at work. Please call,I work please call
ham,Then u drive lor.,u drive
ham,Ard 515 like dat. Y?,like dat
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell I female v howe throw decide get
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,fastener quit flower dot compare violet e julie f lily txt e f chance win cash go
ham,I'm working technical support :)voice process.networking field.,I work technical support voice procesnetworke field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,I might come herald day prepare take leave I finalise plan travel visit finish urgent work
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok not sure time not sure get library class try see point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local date area lot new people register area reply date start wflirtpartyus reply
ham,"That's fine, I'll bitch at you about it later then",fine I bitch later
ham,No my mum went 2 dentist.,no sum go dentist
ham,Once free call me sir. I am waiting for you.,free call I sir I wait
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u work tell I shall I work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know ask date service contact guess call reveal po box
ham,Jus finish bathing...,finish bathe
ham,"alright, I'll make sure the car is back tonight",alright I make sure car back tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent try contact u today draw show win prize guarantee call land line claim c validhrs
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear use invite chat final attempt contact u txt chat
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,get juice gossip hospital two nurse talk fat get one think obese yea
ham,Aight ill get on fb in a couple minutes,right ill get ff couple minute
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,ami march na fichu ka ich force na phone ta tut na ply ply
ham,Where can download clear movies. Dvd copies.,download clear move copy
ham,"Yep, by the pretty sculpture",yep pretty sculpture
ham,Convey my regards to him,convey regard
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,I watch sonya movie pm vital movie poker
ham,You tell what happen dont behave like this to me. Ok no need to say,tell happen behave like I ok no need say
ham,Can u get pic msgs to your phone?,u get pick leg phone
ham,Send to someone else :-),send someone else
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dearer not de happiness dat u feel u meet de pain u feel u miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,I love start attraction feel I need every time around mesh first thing come thought would start day end every time I dreamlove every breath namely life happen around life name would cry heroic give happiness take sorrow ready fight anyone love I crazy thing herlove I not prove anyone girl beautiful lady whole planet always singe praise herlove I start make chicken carry end make sambarlife beautiful thenwil get every morning thank god day I would like say lotwil tell later
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",friendship like needle clock though v r clock v r able meet even v merit second v always stay connect god
ham,I don't think he has spatula hands!,I not think scapula hand
ham,You can never do NOTHING,never nothing
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,award six digital camera call lanoline delivery within day box map warranty pm p p
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,godmorne today I late ltdecimalgt min
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent mobile number award prize guarantee call land line claim valid pm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,please da call I mistake side sorry da pus da get doctor
ham,Where r we meeting?,r meeting
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well weather call great complexity great need car move freely taxis outrageous great place sad part I miss home
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,I reach home I tired I come tomorrow
ham,Ryder unsold.now gibbs.,ryder unsoldnow gibb
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscribe draw gift voucher b enter receipt correct pelvis press birthday txt answer
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,not fret I buy population test strip send get til like march send I postal adrenal alrightokay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,no gift try get I throw cliff something
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ne thing interesting good birthday u work not I start un today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,busy I come point figure tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go bore depressed satin wait phone ring hope wind drop though scar
ham,Black shirt n blue jeans... I thk i c ü...,black shirt n blue jean I I c u
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,dinah sorry I watch watch I forgot check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information user today lucky day find log onto htpwurawinercom fantastic surprise await
ham,on hen night. Going with a swing,hen night go swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love go day I wake early online wait hm italian boy online I see gain
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,someone not smoke every time I smoke last two week call testing I want smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),no get headache try figure u trust I path I promise
ham,S s..first time..dhoni rocks...,first timedhoni rock
ham,Ok ill tell the company,ok ill tell company
ham,"Awesome, think we can get an 8th at usf some time tonight?",awesome think get th time tonight
ham,So that means you still think of teju,mean still think tell
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",no I good movie ok I leave nourish
ham,No no:)this is kallis home ground.amla home town is durban:),no paris home groundamla home town urban
ham,So lets make it saturday or monday as per convenience.,let make saturday monday per convenience
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,hey time drive fro go evaluation fro
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",win price claim call
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,I go lunch family aft dat I go sir orchard
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bore speed date try spedchat txt spedchat not like em txt swap get new chatter chat pobox past red
ham,Cancel cheyyamo?and get some money back?,cancel cheyamoand get money back
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,want daytime network mind text new video phone five pound per week call reply delivery tomorrow
ham,Ok.ok ok..then..whats ur todays plan,take okthenwhat today plan
ham,Good morning princess! How are you?,good morning princess
ham,Aiyar sorry lor forgot 2 tell u...,air sorry forgot tell u
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,take part mobile survey yesterday text use however wish get txt send txt wtxtcom p
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,not tonight mate catch sleep new number way
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",height oh shit situation guy throw lui letter gal fall brother head gay
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,hm quit cashbalance currently minimize tushin send hm past
ham,"So check your errors and if you had difficulties, do correction.",check error difficulty correction
ham,Howz pain?hope u r fine..,painhope u r fine
ham,"Sorry, I'll call later",sorry I call later
ham,Good morning princess! How are you?,good morning princess
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",I enter cabin pa say happy day boss I feel special ask I lunch lunch invite I apartment go
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,u wake already e tax war quite nice
ham,K do I need a login or anything,k I need login anything
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,forget place many free request stchoicecouk wish information call
ham,LOL ... No just was busy,no busy
ham,What * u wearing?,u wear
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,mesagesome text miss sendername miss number miss senate miss miss u lot everything miss send via fulonsmscom
ham,Oh:)as usual vijay film or its different?,usual vital film different
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I not know u u not know I send chat let find past red hgsuitelandsrowjhl len year
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,good day mine really busy much tomorrow night
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,way send shade stuff wonderful
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,really I paper end long ago wat u copy get use u happy war I still study
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notify sum good luck no future marketing reply stop customer service
ham,Babe ? I lost you ... :-(,babe I lose
ham,Ok... Help me ask if she's working tmr a not?,ok help I ask work mr not
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,I not drive rain I get catch e meet station
ham,Not a drop in the tank,not drop tank
ham,(That said can you text him one more time?),say text one time
ham,"Sorry, I'll call later",sorry I call later
ham,Ok i go change also...,ok I go change also
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),girl many local u r virgin r ready fig every sexual need u fig text cut p
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sister kaitlyn I sick sleep day yesterday
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorry man accidentally leave phone silent last night not check til I get
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey something come last min think I win sign mr
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,adult would learn experience no real danger I like keep use drug need no comment
ham,Hey! There's veggie pizza... :/,hey verge penza
ham,Yun buying... But school got offer 2000 plus only...,run buy school get offer plus
ham,You sure your neighbors didnt pick it up,sure neighbor pick
ham,K. I will sent it again,k I send
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,free entry wily come win cup final st may text receive entry question txt rate apply
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win situation lose person argue friend kick amp say I always correct
ham,Well. Im computerless. Time to make some oreo truffles,well computer time make orel trifle
ham,"Haha yeah I see that now, be there in a sec",hata yeah I see see
ham,I am not having her number sir,I not number sir
ham,Lol now I'm after that hot air balloon!,I hot air balloon
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok I bus I come soon I come otherwise tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,leg r not time paste silently say I think u right also make u think I least moment go nest arm shell
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probably swing roommate finish girl
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",get take take part wry rally oz u lucozade energy text rally le p see pack lucozadecoukwrc could u
ham,Happy new years melody!,happy new year melody
ham,Ü dun need to pick ur gf?,u dun need pick
ham,Yay! You better not have told that to 5 other girls either.,may well not tell girl either
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible u eat mass eat u forgot I already rite u take long reply I take b b prepare wat shall I eat
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",say fantastic I chance anything need big life lift lose live think I would first person die n v q
ham,Just nw i came to hme da..,no I come da
ham,"I'm outside islands, head towards hard rock and you'll run into me",I outside island head towards hard rock run I
ham,To day class is there are no class.,day class no class
ham,I'm in chennai velachery:),I chennai velachery
ham,You flippin your shit yet?,filipino shit yet
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k give I see break leave store
ham,Am i that much bad to avoid like this?,I much bad avoid like
ham,"Yo, you around? Just got my car back",around get car back
ham,Annoying isn't it.,annoying not
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",godmorne today I late leave min
ham,There's no point hangin on to mr not right if he's not makin u happy,no point hang mr not right not make u happy
ham,All will come alive.better correct any good looking figure there itself..,come alivebeter correct good look figure
ham,In that case I guess I'll see you at campus lodge,case I guess I see camp lodge
ham,Come to my home for one last time i wont do anything. Trust me.,come home one last time I anything trust I
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,I night worry apt shame miss girl night quire popcorn hair
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sex mobile free sex pick jordan text babe every get sex caleb pocketbabecouk pick
ham,Ok... C ya...,ok c
spam,You have 1 new voicemail. Please call 08719181503,new voicemail please call
ham,What he said is not the matter. My mind saying some other matter is there.,say not matter mind say matter
ham,He also knows about lunch menu only da. . I know,also know lunch menu da I know
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan I n e thin go wrong fatal de argument r faultfe bother go
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,leave transaction reference number leave ltdecimalgt create beneficiary account leave ltimegt leave
ham,Otherwise had part time job na-tuition..,otherwise part time job nutrition
ham,I know she called me,I know call I
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",I also da I feel yesterday night wait til day night dear
